artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,cluster,context,rank,URL_Couverture_Album
Shakira,"Whenever, Wherever",196160,False,2001,74,0.794,0.832,1,-4.862,minor,0.0407,0.237,1.14e-05,0.203,0.871,107.657,pop,1,Détente,5,https://i.scdn.co/image/ab67616d0000b2731f400a1f4d821b00824cf58f
Jimmy Eat World,The Middle,165853,False,2001,78,0.643,0.849,2,-5.428,major,0.0526,0.0371,0.0,0.058,0.903,162.152,rock,1,Détente,1,https://i.scdn.co/image/ab67616d0000b27395d1d98c5176e4f982bd73d6
Train,Drops of Jupiter (Tell Me),259933,False,2001,77,0.481,0.638,0,-5.862,major,0.0276,0.153,0.0,0.154,0.497,79.064,pop,3,Sport,2,https://i.scdn.co/image/ab67616d0000b273a65df73c4011b6a9357c89f0
Geri Halliwell,It's Raining Men,254640,False,2001,62,0.637,0.929,5,-6.03,minor,0.0447,0.063,0.00796,0.318,0.604,136.482,pop,3,Sport,17,https://i.scdn.co/image/ab67616d0000b27320fa8a1a52c78ef950f52745
Blu Cantrell,Hit 'Em Up Style (Oops!),250706,False,2001,71,0.667,0.773,5,-4.983,minor,0.0586,0.201,0.0,0.404,0.667,89.976,pop,3,Sport,8,https://i.scdn.co/image/ab67616d0000b27356d69fafe62a311092809b4a
Britney Spears,I'm a Slave 4 U,203600,False,2001,69,0.847,0.843,5,-3.579,minor,0.106,0.415,0.000134,0.107,0.963,110.027,pop,1,Détente,10,https://i.scdn.co/image/ab67616d0000b273801ce9753a4f30a71fedb0fd
Kylie Minogue,In Your Eyes,197826,False,2001,62,0.689,0.894,6,-6.342,minor,0.0672,0.133,4.72e-05,0.0681,0.709,123.971,pop,1,Détente,17,https://i.scdn.co/image/ab67616d0000b2735d6121285c42ea4535e59048
Missy Elliott,One Minute Man (feat. Ludacris),252986,True,2001,57,0.622,0.669,9,-8.419,major,0.329,0.0266,2.97e-06,0.152,0.57,93.839,hip hop,1,Détente,22,https://i.scdn.co/image/ab67616d0000b2732e3969990abe1229c0879a7b
Mary J. Blige,Family Affair,265866,False,2001,76,0.911,0.551,8,-3.75,minor,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,pop,1,Détente,3,https://i.scdn.co/image/ab67616d0000b273096a7fc9668305db9d3175fc
Faithless,We Come 1 - Radio Edit,222435,False,2015,53,0.645,0.903,5,-10.587,minor,0.0441,0.00188,0.799,0.147,0.61,135.977,pop,3,Sport,27,https://i.scdn.co/image/ab67616d0000b273828cfb835d229a32720bc6af
Limp Bizkit,Rollin' (Air Raid Vehicle),213760,True,2000,73,0.603,0.933,1,-3.358,major,0.171,0.00591,0.0,0.206,0.709,96.306,metal,1,Détente,8,https://i.scdn.co/image/ab67616d0000b2734a31b146c7cf07705d912efe
Lasgo,Something,220973,False,2001,65,0.643,0.981,7,-6.644,minor,0.0439,0.0271,8.93e-05,0.11,0.38,140.01,pop,3,Sport,14,https://i.scdn.co/image/ab67616d0000b273567e98e17e302a5206fc9465
iio,Rapture (feat.Nadia Ali),253586,False,2006,54,0.661,0.855,8,-8.403,major,0.0377,0.0722,0.0185,0.199,0.601,123.943,dance/electronic,1,Détente,28,https://i.scdn.co/image/ab67616d0000b273e391f672d6274dbb5d17758b
Emma Bunton,What Took You So Long?,241000,False,2001,54,0.668,0.772,9,-5.4,minor,0.0307,0.123,0.0,0.341,0.911,118.011,pop,1,Détente,25,https://i.scdn.co/image/ab67616d0000b2730a9db96ae5cff4cb7c70187b
112,It's Over Now,264933,False,2001,57,0.66,0.71,1,-4.541,major,0.0409,0.0106,7.01e-06,0.0736,0.233,97.988,hip hop,3,Sport,22,https://i.scdn.co/image/ab67616d0000b273272145dc06dd718118e8a349
Blue,All Rise,223546,False,2001,63,0.721,0.737,5,-2.734,minor,0.0324,0.121,0.0,0.165,0.931,97.996,pop,1,Détente,16,https://i.scdn.co/image/ab67616d0000b27323b80e7083b0677a46f3c482
Jessica Simpson,Irresistible,194026,False,2001,43,0.657,0.965,8,-2.771,minor,0.0556,0.0285,8.84e-05,0.0552,0.669,93.013,pop,1,Détente,34,https://i.scdn.co/image/ab67616d0000b273339504a4fb243cf3c2477027
Crazy Town,Butterfly,216733,False,1999,71,0.736,0.811,9,-4.17,minor,0.081,0.00132,0.000142,0.107,0.609,103.502,rock,1,Détente,6,https://i.scdn.co/image/ab67616d0000b273be3d60f650c3b9dbad061f7f
Michael Jackson,You Rock My World,337733,False,2001,64,0.854,0.673,4,-3.132,minor,0.185,0.038,0.000227,0.255,0.955,95.0,pop,1,Détente,15,https://i.scdn.co/image/ab67616d0000b273463de2351439f6532ff0dfbd
Eve,Let Me Blow Ya Mind,230133,True,2001,73,0.908,0.557,8,-4.243,minor,0.107,0.242,0.0,0.0709,0.897,90.032,hip hop,1,Détente,6,https://i.scdn.co/image/ab67616d0000b2730a825fea8b9095572e5130ef
Jennifer Lopez,Ain't It Funny,246160,False,2001,0,0.707,0.869,5,-4.525,minor,0.0481,0.104,0.000121,0.0813,0.621,99.825,hip hop,1,Détente,41,https://i.scdn.co/image/ab67616d0000b273bfa0a1de59696c7a6fe15ebb
Brandy,Another Day in Paradise - R&B-Version,271626,False,2002,50,0.7,0.787,6,-5.176,minor,0.0327,0.00666,3.68e-05,0.0724,0.556,102.043,hip hop,1,Détente,31,https://i.scdn.co/image/ab67616d0000b273e8b0fc6ce8a84daefb4e842f
Nickelback,How You Remind Me,223840,False,2001,78,0.446,0.764,10,-5.042,major,0.033,0.00135,0.0,0.099,0.543,172.094,rock,3,Sport,1,https://i.scdn.co/image/ab67616d0000b273699a422d25adc550dc5aa11c
Daft Punk,One More Time,320357,False,2001,76,0.613,0.697,2,-8.618,major,0.133,0.0194,0.0,0.332,0.476,122.746,hip hop,3,Sport,3,https://i.scdn.co/image/ab67616d0000b273b1f18dc3658aff286fa9f351
Outkast,Ms. Jackson,270506,True,2000,82,0.843,0.806,4,-5.946,minor,0.269,0.143,0.0,0.0771,0.613,94.948,hip hop,1,Détente,3,https://i.scdn.co/image/ab67616d0000b2732350e31bc346a6c20e9de166
Fragma,Everytime You Need Me - Radio Version,213346,False,2001,50,0.682,0.917,11,-5.459,minor,0.0318,0.15,0.0676,0.34,0.79,137.029,pop,1,Détente,29,https://i.scdn.co/image/ab67616d0000b2732a68fe68ecd749c847052bd8
Mariah Carey,Loverboy,229173,False,2001,42,0.721,0.79,1,-4.125,major,0.124,0.183,0.0,0.1,0.821,103.141,pop,1,Détente,35,https://i.scdn.co/image/ab67616d0000b27314974bf74b76f793ad0d71e0
Dido,Thank You,218360,False,1999,73,0.725,0.583,1,-9.942,minor,0.0427,0.3,0.000238,0.0665,0.762,79.984,pop,3,Sport,5,https://i.scdn.co/image/ab67616d0000b2730aa08f8923434aab06e43b37
Joe,Stutter (feat. Mystikal) - Double Take Remix,213026,False,2000,57,0.767,0.759,6,-6.516,major,0.117,0.0513,0.0,0.31,0.677,89.989,pop,1,Détente,21,https://i.scdn.co/image/ab67616d0000b273a922b88ddf084fada794caf9
P.O.D.,Youth of the Nation,256240,False,2001,69,0.563,0.86,8,-7.533,major,0.0621,0.00834,0.0106,0.39,0.517,97.867,rock,3,Sport,10,https://i.scdn.co/image/ab67616d0000b27395741aa186187b05e0653245
Jennifer Lopez,Play,211493,True,2001,57,0.775,0.729,1,-4.229,minor,0.162,0.0303,0.00247,0.0361,0.895,104.719,hip hop,1,Détente,22,https://i.scdn.co/image/ab67616d0000b273bfa0a1de59696c7a6fe15ebb
Missy Elliott,Get Ur Freak On,211120,True,2001,68,0.797,0.75,0,-9.369,major,0.247,0.533,0.108,0.095,0.74,177.87,hip hop,3,Sport,11,https://i.scdn.co/image/ab67616d0000b2732e3969990abe1229c0879a7b
Ricky Martin,Nobody Wants to Be Lonely (with Christina Aguilera),252706,False,2008,52,0.635,0.854,10,-5.02,minor,0.0612,0.00579,0.0083,0.0623,0.59,100.851,pop,1,Détente,30,https://i.scdn.co/image/ab67616d0000b2738eddfb644806a67f882a74de
Christina Milian,AM To PM,231213,False,2001,60,0.872,0.868,10,-3.036,minor,0.12,0.153,2.26e-05,0.843,0.822,105.005,hip hop,1,Détente,19,https://i.scdn.co/image/ab67616d0000b27344c89da49dec65bd25e532fb
Roger Sanchez,Another Chance,452906,False,2000,50,0.61,0.82,3,-10.029,major,0.0312,0.000211,0.146,0.138,0.45,127.993,dance/electronic,3,Sport,27,https://i.scdn.co/image/ab67616d0000b273825fae33f0ca8bb1c5a4109d
Gorillaz,Clint Eastwood,340920,True,2001,74,0.663,0.694,10,-8.627,minor,0.171,0.0253,0.0,0.0698,0.525,167.953,hip hop,3,Sport,5,https://i.scdn.co/image/ab67616d0000b273f6c46838e4425ea96e2562fe
2Pac,Until The End Of Time,266506,True,2001,57,0.757,0.706,8,-6.665,major,0.203,0.0267,0.0,0.197,0.375,96.976,hip hop,3,Sport,22,https://i.scdn.co/image/ab67616d0000b27321c059bc1bd59ee093c9c979
Tamia,Stranger in My House,285386,False,2000,48,0.676,0.601,0,-4.905,major,0.0297,0.103,0.0,0.147,0.206,119.94,pop,3,Sport,29,https://i.scdn.co/image/ab67616d0000b273d23e198bd2bd7135ea9bedb2
Mary J. Blige,No More Drama,326240,False,2001,61,0.653,0.837,6,-6.818,minor,0.124,0.534,7.12e-05,0.0784,0.64,97.914,pop,1,Détente,18,https://i.scdn.co/image/ab67616d0000b273096a7fc9668305db9d3175fc
Jennifer Lopez,Love Don't Cost a Thing,221226,False,2001,67,0.786,0.842,4,-5.115,minor,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,hip hop,1,Détente,12,https://i.scdn.co/image/ab67616d0000b273bfa0a1de59696c7a6fe15ebb
Jamiroquai,Little L,295400,False,2001,65,0.878,0.724,10,-5.373,minor,0.129,0.168,0.0116,0.133,0.904,121.906,pop,1,Détente,14,https://i.scdn.co/image/ab67616d0000b273909ebb0c355f14d0ee7f9974
Case,Missing You,284666,False,2001,55,0.612,0.579,1,-6.417,minor,0.0553,0.285,0.0,0.0556,0.716,86.31,hip hop,3,Sport,24,https://i.scdn.co/image/ab67616d0000b2730b96c5fc89020400c5023226
112,Peaches & Cream,193093,False,2001,63,0.677,0.52,4,-6.255,minor,0.334,0.00277,0.0,0.0532,0.768,203.862,hip hop,3,Sport,16,https://i.scdn.co/image/ab67616d0000b273272145dc06dd718118e8a349
Five,Let's Dance - Radio Edit,218626,False,2001,47,0.631,0.821,4,-7.853,minor,0.0867,0.00876,0.000247,0.293,0.547,118.007,pop,3,Sport,32,https://i.scdn.co/image/ab67616d0000b2738999f3d5e3238da368f79fe4
Rui Da Silva,Touch Me (Radio Edit) [feat. Cassandra],213133,False,2001,54,0.464,0.922,0,-8.399,major,0.0638,0.124,0.227,0.0546,0.695,129.078,dance/electronic,3,Sport,25,https://i.scdn.co/image/ab67616d0000b2736ead5637dc84ee716a6e4e1b
Alien Ant Farm,Smooth Criminal,209266,False,2001,75,0.653,0.964,9,-4.261,minor,0.0582,0.00316,0.00512,0.144,0.87,126.928,rock,1,Détente,4,https://i.scdn.co/image/ab67616d0000b2733aa5698b9f13447a6ccc0dcc
Erick Sermon,Music (feat. Marvin Gaye),223133,True,2001,57,0.897,0.466,10,-9.053,minor,0.203,0.187,1.35e-06,0.0757,0.884,100.01,hip hop,1,Détente,22,https://i.scdn.co/image/ab67616d0000b2737276e48a634ae645c8a169b8
D12,Purple Pills,304506,True,2001,68,0.78,0.634,1,-5.941,major,0.16,0.0199,2.98e-05,0.29,0.754,125.25,hip hop,1,Détente,11,https://i.scdn.co/image/ab67616d0000b2739f2ea05aa0ad163b4bf35b89
Usher,Pop Ya Collar - Radio Edit,210813,False,2016,26,0.888,0.8,5,-3.944,minor,0.0946,0.0901,2.12e-05,0.229,0.866,106.957,hip hop,1,Détente,33,https://i.scdn.co/image/ab67616d0000b27336741c221baefdfd76e7e2b2
Madonna,Don't Tell Me,280973,False,2000,53,0.699,0.618,7,-7.338,major,0.0594,0.0502,0.000925,0.0914,0.679,99.965,pop,1,Détente,25,https://i.scdn.co/image/ab67616d0000b273ae80b0a207008fe96637032c
Blue,If You Come Back,207560,False,2001,58,0.582,0.707,10,-4.487,major,0.0319,0.0822,0.0,0.0467,0.701,78.375,pop,1,Détente,21,https://i.scdn.co/image/ab67616d0000b27323b80e7083b0677a46f3c482
Atomic Kitten,Eternal Flame - Single Version,195506,False,2001,58,0.578,0.581,0,-6.867,major,0.0318,0.0658,0.0042,0.0674,0.408,83.293,pop,3,Sport,21,https://i.scdn.co/image/ab67616d0000b273f06a0fdc631991467c6c9b35
Jagged Edge,Where the Party At (feat. Nelly),232573,False,2001,67,0.596,0.661,5,-6.239,minor,0.226,0.31,0.0,0.0847,0.86,129.491,hip hop,3,Sport,12,https://i.scdn.co/image/ab67616d0000b2735fac2aabbb52ff9fc4c1faa1
Afroman,Because I Got High,197760,True,2001,68,0.802,0.341,7,-8.56,major,0.488,0.169,0.0,0.0783,0.849,166.01,hip hop,3,Sport,11,https://i.scdn.co/image/ab67616d0000b273734b1164a9e0faa980ce1b92
S Club 7,Don't Stop Movin',233626,False,2001,63,0.822,0.672,7,-6.133,major,0.0329,0.0285,0.0,0.213,0.91,117.033,pop,1,Détente,16,https://i.scdn.co/image/ab67616d0000b273d9eefcb3a1addaf3aac54133
Craig David,Fill Me In,257200,False,2000,60,0.682,0.744,8,-6.981,major,0.0365,0.376,0.00951,0.06,0.827,132.493,hip hop,3,Sport,18,https://i.scdn.co/image/ab67616d0000b2737c2e92fb2302f8e8fcd9b389
Nelly Furtado,Turn Off The Light,276106,False,2000,1,0.587,0.679,2,-6.26,major,0.0927,0.0839,0.000316,0.413,0.65,180.184,hip hop,3,Sport,31,https://i.scdn.co/image/ab67616d0000b273709087714422d592d6591f41
The Supermen Lovers,Starlight - Radio Edit,234400,False,2001,61,0.739,0.679,0,-5.079,major,0.0373,0.000424,0.0187,0.389,0.786,127.487,dance/electronic,1,Détente,18,https://i.scdn.co/image/ab67616d0000b2731931000ca1d76961d8b16f8a
Mis-Teeq,All I Want - Sunship Radio Edit,207400,False,2004,46,0.795,0.919,9,-3.07,minor,0.0835,0.37,0.00863,0.189,0.96,134.079,pop,1,Détente,31,https://i.scdn.co/image/ab67616d0000b273ddd16a8e54ab44bf669364e6
Jagged Edge,Promise,246720,False,2000,56,0.751,0.568,5,-5.431,minor,0.0872,0.136,0.0,0.0288,0.646,128.002,hip hop,1,Détente,22,https://i.scdn.co/image/ab67616d0000b273063541784bc7b024017cee8a
S Club 7,Have You Ever,201533,False,2001,60,0.585,0.702,0,-5.734,major,0.0325,0.538,0.0,0.216,0.51,139.909,pop,3,Sport,19,https://i.scdn.co/image/ab67616d0000b273d9eefcb3a1addaf3aac54133
Enya,Only Time,218546,False,2000,69,0.418,0.249,3,-13.744,major,0.0301,0.841,0.661,0.112,0.213,82.803,world/traditional,2,Fêtes,11,https://i.scdn.co/image/ab67616d0000b27370dd4e18b9c3431ee7a9b8a1
Faith Hill,There You'll Be,222120,False,2001,60,0.321,0.511,8,-7.77,major,0.0306,0.513,0.0,0.127,0.17,128.98,pop,2,Fêtes,19,https://i.scdn.co/image/ab67616d0000b273d17ae367f2c9b216e3a7daf4
Ronan Keating,Lovin' Each Day,212973,False,2000,58,0.541,0.899,1,-6.261,major,0.0633,0.0178,2.95e-06,0.286,0.829,106.676,pop,1,Détente,20,https://i.scdn.co/image/ab67616d0000b2734acaf50f8a03a6972b555d7e
Destiny's Child,Bootylicious,207906,False,2001,64,0.84,0.835,1,-4.386,minor,0.275,0.00281,1.11e-06,0.152,0.637,103.376,pop,1,Détente,15,https://i.scdn.co/image/ab67616d0000b273163cdae7f1e2c82786a84e3e
Steps,It's the Way You Make Me Feel,197360,False,2000,53,0.573,0.665,8,-5.081,major,0.0239,0.108,2.09e-06,0.095,0.347,105.006,pop,3,Sport,25,https://i.scdn.co/image/ab67616d0000b273b340aa2c2c1e206c583fb5af
Sunshine Anderson,Heard It All Before,295826,False,2001,56,0.697,0.925,3,-4.209,minor,0.216,0.0614,0.0,0.095,0.678,96.951,pop,1,Détente,23,https://i.scdn.co/image/ab67616d0000b2731b2e5ba2371a39ba105e2826
Lenny Kravitz,Again,231666,False,2000,68,0.55,0.804,2,-5.218,major,0.0271,0.0148,4.33e-05,0.105,0.789,79.166,rock,1,Détente,12,https://i.scdn.co/image/ab67616d0000b27381bb674330f0276e88bd0722
Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,162333,False,2002,46,0.836,0.762,7,-5.044,minor,0.0598,0.0826,5.48e-05,0.102,0.941,133.592,pop,1,Détente,35,https://i.scdn.co/image/ab67616d0000b2738bd36be8edac5a87259a037b
DB Boulevard,Point Of View - Radio Edit,231166,False,2018,0,0.676,0.715,6,-6.854,major,0.0287,0.00284,0.0746,0.0685,0.275,129.006,dance/electronic,3,Sport,33,https://i.scdn.co/image/ab67616d0000b273703836c9a382d2580ef4a0a9
Janet Jackson,All For You,329933,False,2001,65,0.753,0.934,2,-3.011,major,0.0736,0.0174,0.065,0.128,0.73,113.525,pop,1,Détente,14,https://i.scdn.co/image/ab67616d0000b27312da16fd0dec009d45f7dca3
Atomic Kitten,Whole Again,185013,False,2001,66,0.747,0.706,4,-4.653,major,0.0413,0.0844,0.00355,0.174,0.567,94.019,pop,1,Détente,13,https://i.scdn.co/image/ab67616d0000b273f06a0fdc631991467c6c9b35
Ja Rule,Livin' It Up,257066,False,2001,64,0.874,0.768,6,-4.086,major,0.311,0.0554,0.0,0.041,0.636,106.095,hip hop,1,Détente,15,https://i.scdn.co/image/ab67616d0000b27398590fd341411b3ba27d0554
Destiny's Child,"Independent Women, Pt. 1",221133,False,2001,65,0.73,0.602,6,-3.782,minor,0.206,0.362,3.69e-06,0.169,0.927,97.954,pop,1,Détente,14,https://i.scdn.co/image/ab67616d0000b273c5b46ee859d728b295062346
DJ Pied Piper & The Masters Of Ceremonies,Do You Really Like It? - Radio Edit,217120,False,2001,54,0.847,0.877,2,-5.424,major,0.0493,0.124,0.0,0.148,0.764,131.044,dance/electronic,1,Détente,25,https://i.scdn.co/image/ab67616d0000b2738139be10efea076378e61090
Jennifer Lopez,I'm Real (feat. Ja Rule) - Murder Remix,262133,True,2001,66,0.708,0.587,11,-7.93,minor,0.151,0.273,0.0,0.0718,0.554,83.46,hip hop,3,Sport,13,https://i.scdn.co/image/ab67616d0000b273bfa0a1de59696c7a6fe15ebb
Musiq Soulchild,Love,304666,False,2000,0,0.569,0.385,1,-9.919,minor,0.0499,0.342,0.0,0.0876,0.339,99.738,pop,2,Fêtes,32,https://i.scdn.co/image/ab67616d0000b273a292afbf81a399e20d489ad4
So Solid Crew,21 Seconds,302826,True,2001,51,0.607,0.637,1,-11.072,major,0.241,0.0191,0.0,0.124,0.818,137.03,dance/electronic,1,Détente,28,https://i.scdn.co/image/ab67616d0000b2732049ecf4e62f213ec589bb48
Robbie Williams,Eternity,302760,False,2001,48,0.469,0.316,10,-8.106,major,0.0265,0.504,6.04e-06,0.0919,0.199,77.967,pop,2,Fêtes,31,https://i.scdn.co/image/ab67616d0000b273c9e29dbf270e484777694449
Basement Jaxx,Romeo,217493,False,2001,0,0.713,0.829,2,-4.171,major,0.0491,0.00769,0.00203,0.139,0.844,126.853,pop,1,Détente,41,https://i.scdn.co/image/ab67616d0000b2737a9214e709915022f75a9044
Ludacris,Southern Hospitality (Featuring Pharrell),300933,True,2000,54,0.623,0.896,0,-4.719,major,0.247,0.035,0.0,0.0941,0.613,95.158,hip hop,1,Détente,24,https://i.scdn.co/image/ab67616d0000b27384095c1ebcc1f46cb8cf1526
Gabrielle,Rise,219093,False,2001,60,0.558,0.481,8,-9.487,major,0.026,0.315,8.83e-06,0.09,0.631,144.673,pop,3,Sport,19,https://i.scdn.co/image/ab67616d0000b2738fdb084676b2c86231f4b244
Nelly,Ride Wit Me,291781,True,2000,75,0.85,0.7,7,-6.49,major,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,hip hop,1,Détente,7,https://i.scdn.co/image/ab67616d0000b273a7ad64a69a42647de9dd0dad
Trick Daddy,I'm a Thug,254400,True,2001,59,0.933,0.561,11,-5.961,major,0.122,0.0275,0.0,0.102,0.586,139.976,hip hop,3,Sport,20,https://i.scdn.co/image/ab67616d0000b273b61332a34d837963f6aff914
Travis,Sing,228800,False,2001,68,0.33,0.905,4,-5.047,major,0.0497,0.000233,8.14e-06,0.0712,0.259,163.142,rock,3,Sport,11,https://i.scdn.co/image/ab67616d0000b273c113aeb5e1d629725b542462
JAY-Z,Izzo (H.O.V.A.),240626,True,2001,63,0.618,0.844,1,-4.051,minor,0.342,0.0178,0.000126,0.0634,0.697,84.411,hip hop,1,Détente,16,https://i.scdn.co/image/ab67616d0000b2731b3f6f34954118500ed3e7a7
Gabrielle,Out Of Reach,196986,False,2001,69,0.51,0.48,11,-6.567,major,0.0452,0.503,0.0,0.106,0.496,182.862,pop,3,Sport,10,https://i.scdn.co/image/ab67616d0000b2738fdb084676b2c86231f4b244
OPM,Heaven Is a Halfpipe (If I Die),257426,True,2000,56,0.743,0.894,8,-6.886,major,0.0349,0.0755,0.00283,0.367,0.77,95.9,rock,1,Détente,22,https://i.scdn.co/image/ab67616d0000b2739c79abd260f8c7550849279a
K-Ci & JoJo,Crazy,262773,False,2019,30,0.68,0.644,0,-4.507,major,0.0258,0.084,0.0,0.549,0.484,116.097,pop,3,Sport,30,https://i.scdn.co/image/ab67616d0000b273fcd9da1650f4f66b2d7fe26d
Staind,It's Been Awhile,264706,True,2001,64,0.509,0.774,6,-4.054,major,0.0338,0.00189,0.000549,0.143,0.0824,116.529,rock,3,Sport,15,https://i.scdn.co/image/ab67616d0000b27300e9c78a5d11dd6cf8e8f43e
3LW,No More (Baby I'ma Do Right),263440,False,2000,56,0.721,0.723,2,-7.08,minor,0.0631,0.102,4.4e-06,0.0651,0.761,88.933,pop,1,Détente,22,https://i.scdn.co/image/ab67616d0000b273152d0abf7dab6b4690c01442
Ginuwine,Differences,265533,False,2001,65,0.562,0.594,3,-4.578,minor,0.0558,0.318,0.0,0.311,0.423,62.876,hip hop,3,Sport,14,https://i.scdn.co/image/ab67616d0000b273a7a72fa27131a7aa9048e738
*NSYNC,Gone,292000,False,2001,45,0.699,0.403,11,-8.564,minor,0.0614,0.421,0.0,0.126,0.5,113.922,pop,2,Fêtes,33,https://i.scdn.co/image/ab67616d0000b2733503d55e718abb353a905d29
Lifehouse,Hanging By A Moment,216360,False,2000,61,0.537,0.858,1,-4.903,major,0.0349,0.000966,0.0,0.0812,0.502,124.599,pop,3,Sport,17,https://i.scdn.co/image/ab67616d0000b27331539dc49b964e11ccc239a7
Nelly,Dilemma,289160,True,2002,77,0.727,0.552,2,-8.074,minor,0.14,0.227,0.000164,0.198,0.607,168.189,hip hop,3,Sport,6,https://i.scdn.co/image/ab67616d0000b273a8b9f97b9ea065b9a857e93f
Eminem,Without Me,290320,True,2002,87,0.908,0.669,7,-2.827,major,0.0738,0.00286,0.0,0.237,0.662,112.238,hip hop,1,Détente,1,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4
Avril Lavigne,Complicated,244506,False,2002,78,0.585,0.776,5,-5.898,major,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,pop,3,Sport,5,https://i.scdn.co/image/ab67616d0000b273f7ec724fbf97a30869d06240
Vanessa Carlton,A Thousand Miles,237493,False,2002,75,0.56,0.825,11,-3.862,major,0.0379,0.323,0.0,0.161,0.268,94.931,folk/acoustic,3,Sport,8,https://i.scdn.co/image/ab67616d0000b273bc3ada3a19bb4e657f10917e
The Calling,Wherever You Will Go,208600,False,2001,72,0.558,0.719,2,-5.113,major,0.0267,0.0367,0.0,0.115,0.371,112.027,pop,3,Sport,7,https://i.scdn.co/image/ab67616d0000b273e4cd26d38c6f0661a363bc65
Shakira,Underneath Your Clothes,224066,False,2001,64,0.616,0.597,8,-5.328,major,0.0415,0.691,0.0,0.104,0.362,165.508,pop,2,Fêtes,15,https://i.scdn.co/image/ab67616d0000b2731f400a1f4d821b00824cf58f
No Doubt,Underneath It All,302720,False,2001,27,0.729,0.731,4,-4.822,major,0.0684,0.232,1.57e-06,0.391,0.839,138.202,rock,1,Détente,38,https://i.scdn.co/image/ab67616d0000b27374d6d9af056634cb96a6f5ac
Truth Hurts,Addictive,226440,True,2002,58,0.701,0.677,11,-6.591,minor,0.147,0.0737,0.000162,0.187,0.367,99.271,pop,3,Sport,24,https://i.scdn.co/image/ab67616d0000b2731819b419a6b7db3edb0cbbac
Busta Rhymes,I Know What You Want (feat. Flipmode Squad),324306,True,2002,68,0.648,0.759,6,-4.315,major,0.306,0.0142,0.0,0.648,0.518,85.996,hip hop,3,Sport,14,https://i.scdn.co/image/ab67616d0000b273ac8e6d7dae57f0c1c87e230c
Eminem,'Till I Collapse,297786,True,2002,85,0.548,0.847,1,-3.237,major,0.186,0.0622,0.0,0.0816,0.1,171.447,hip hop,3,Sport,2,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4
Diddy,"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans]",285586,False,2004,69,0.713,0.471,1,-7.392,minor,0.483,0.421,0.0,0.0308,0.779,199.764,hip hop,3,Sport,9,https://i.scdn.co/image/ab67616d0000b2734ad6e5838f15401ff7d62856
Christina Milian,When You Look At Me - Radio Edit,222546,False,2001,60,0.955,0.839,3,-3.399,minor,0.127,0.0934,0.000175,0.099,0.825,108.955,hip hop,1,Détente,19,https://i.scdn.co/image/ab67616d0000b27344c89da49dec65bd25e532fb
Madonna,Die Another Day,276360,False,2003,53,0.792,0.797,0,-5.166,minor,0.0901,0.062,0.00325,0.0896,0.491,123.993,pop,3,Sport,25,https://i.scdn.co/image/ab67616d0000b273ee3fbab0d3eaaf826edc01a8
Jennifer Lopez,I'm Gonna Be Alright (feat. Nas),172240,False,2002,53,0.718,0.69,10,-4.382,minor,0.265,0.106,0.0,0.271,0.774,93.401,hip hop,1,Détente,29,https://i.scdn.co/image/ab67616d0000b273a1bf4c1efc808162ac95090f
Angie Martinez,If I Could Go! (feat. Lil' Mo & Sacario),244466,False,2019,40,0.583,0.643,9,-7.486,minor,0.355,0.171,0.0,0.0395,0.7,195.685,pop,3,Sport,28,https://i.scdn.co/image/ab67616d0000b273cd91598052cabbb17d501c13
Linkin Park,In the End,216880,False,2000,83,0.556,0.864,3,-5.87,minor,0.0584,0.00958,0.0,0.209,0.4,105.143,rock,3,Sport,2,https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a
Las Ketchup,The Ketchup Song (Aserejé) - Spanglish Version,213973,False,2002,66,0.607,0.923,1,-6.777,major,0.0948,0.0193,1.1e-06,0.0924,0.868,184.819,unknown,1,Détente,16,https://i.scdn.co/image/ab67616d0000b27354dbaa284c53e085523cfec2
Aaliyah,Rock The Boat,275026,False,2019,0,0.641,0.72,5,-5.209,major,0.0336,0.0688,0.00286,0.193,0.418,92.988,hip hop,3,Sport,34,https://i.scdn.co/image/ab67616d0000b273770f4338d4de64720d8a3a5d
Holly Valance,Kiss Kiss,204400,False,2002,54,0.705,0.717,4,-4.944,minor,0.125,0.00369,0.461,0.0701,0.554,97.036,pop,1,Détente,28,https://i.scdn.co/image/ab67616d0000b2737d1cd39fae733ff67c5645d1
Sugababes,Round Round,236426,False,2002,59,0.74,0.845,6,-3.802,minor,0.0338,0.00287,6.23e-06,0.115,0.749,126.607,pop,1,Détente,23,https://i.scdn.co/image/ab67616d0000b273d7744dc72eaff7eba8174ddc
